ZipCode,Latitude,Longitude,City,State,Population
30450,32.53,-81.93,Portal,GA,2474
30451,32.39,-81.95,Pulaski,GA,44
30452,32.36,-81.88,Register,GA,1540
30453,32.08,-82.11,Reidsville,GA,8946
30454,32.44,-82.73,Rockledge,GA,702
30455,32.66,-81.82,Rocky Ford,GA,674
30456,32.97,-81.76,Sardis,GA,2014
30457,32.37,-82.59,Soperton,GA,5899
30458,32.44,-81.77,Statesboro,GA,48526
30459,32.44,-81.77,Statesboro,GA,
30460,32.43,-81.78,Statesboro,GA,24
30461,32.51,-81.72,Statesboro,GA,16534
30464,32.44,-82.22,Stillmore,GA,69
30467,32.75,-81.63,Sylvania,GA,11973
30470,32.31,-82.55,Tarrytown,GA,848
30471,32.58,-82.15,Twin City,GA,4594
30473,32.03,-82.5,Uvalda,GA,2597
30474,32.21,-82.4,Vidalia,GA,16828
30475,32.22,-82.37,Vidalia,GA,
30477,32.86,-82.4,Wadley,GA,2627
30499,32.08,-82.11,Reidsville,GA,
30501,34.29,-83.83,Gainesville,GA,29779
30502,34.19,-83.85,Chestnut Mountain,GA,
30503,34.29,-83.83,Gainesville,GA,
30504,34.27,-83.89,Gainesville,GA,27403
30506,34.35,-83.9,Gainesville,GA,45215
30507,34.25,-83.77,Gainesville,GA,30573
30510,34.47,-83.57,Alto,GA,8612
30511,34.48,-83.53,Baldwin,GA,3246
30512,34.87,-83.95,Blairsville,GA,22608
30513,34.86,-84.32,Blue Ridge,GA,11885
30514,34.87,-83.95,Blairsville,GA,
30515,34.11,-83.99,Buford,GA,
30516,34.37,-83.08,Bowersville,GA,1933
30517,34.13,-83.8,Braselton,GA,17033
30518,34.11,-83.99,Buford,GA,56149
30519,34.09,-83.94,Buford,GA,54608
30520,34.34,-83.11,Canon,GA,4345
30521,34.36,-83.23,Carnesville,GA,5176
30522,34.8,-84.34,Cherry Log,GA,1154
30523,34.6,-83.52,Clarkesville,GA,13512
30525,34.87,-83.4,Clayton,GA,7937
30527,34.47,-83.77,Clermont,GA,4619
30528,34.59,-83.76,Cleveland,GA,23885
30529,34.2,-83.46,Commerce,GA,12033
30530,34.22,-83.39,Commerce,GA,6707
30531,34.51,-83.52,Cornelia,GA,11512
30533,34.53,-83.98,Dahlonega,GA,26589
30534,34.42,-84.11,Dawsonville,GA,30903
30535,34.56,-83.54,Demorest,GA,8309
30536,34.66,-84.33,Ellijay,GA,8764
30537,34.97,-83.38,Dillard,GA,1476
30538,34.49,-83.25,Eastanollee,GA,3020
30539,34.68,-84.47,East Ellijay,GA,112
30540,34.69,-84.48,Ellijay,GA,19397
30541,34.92,-84.51,Epworth,GA,1707
30542,34.18,-83.92,Flowery Branch,GA,37575
30543,34.31,-83.63,Gillsville,GA,5001
30544,34.56,-83.54,Habersham,GA,
30545,34.7,-83.72,Helen,GA,895
30546,34.94,-83.75,Hiawassee,GA,7625
30547,34.33,-83.49,Homer,GA,3312
30548,34.09,-83.76,Hoschton,GA,22960
30549,34.13,-83.59,Jefferson,GA,28696
30552,34.78,-83.41,Lakemont,GA,1717
30553,34.43,-83.1,Lavonia,GA,7788
30554,34.39,-83.66,Lula,GA,8394
30555,34.98,-84.37,Mc Caysville,GA,2100
30557,34.48,-83.18,Martin,GA,5094
30558,34.25,-83.55,Maysville,GA,5578
30559,34.91,-84.27,Mineral Bluff,GA,4699
30560,34.87,-84.24,Morganton,GA,5110
30562,34.91,-83.38,Mountain City,GA,550
30563,34.51,-83.5,Mount Airy,GA,5713
30564,34.44,-83.89,Murrayville,GA,4642
30565,34.11,-83.43,Nicholson,GA,4708
30566,34.23,-83.88,Oakwood,GA,8660
30567,34.16,-83.67,Pendergrass,GA,4610
30568,34.95,-83.39,Rabun Gap,GA,2147
30571,34.74,-83.71,Sautee Nacoochee,GA,3244
30572,34.73,-84.06,Suches,GA,1198
30573,34.74,-83.39,Tallulah Falls,GA,146
30575,34.21,-83.71,Talmo,GA,1516
30576,34.84,-83.43,Tiger,GA,2642
30577,34.57,-83.32,Toccoa,GA,22726
30580,34.68,-83.42,Turnerville,GA,
30581,34.8,-83.42,Wiley,GA,80
30582,34.93,-83.84,Young Harris,GA,5620
30596,34.44,-83.59,Alto,GA,
30597,34.53,-83.98,Dahlonega,GA,1681
30598,34.6,-83.35,Toccoa Falls,GA,44
30599,34.2,-83.46,Commerce,GA,
30601,34.0,-83.34,Athens,GA,25036
30602,33.94,-83.37,Athens,GA,1294
30603,33.95,-83.39,Athens,GA,
30604,33.95,-83.39,Athens,GA,
30605,33.91,-83.32,Athens,GA,43205
30606,33.94,-83.43,Athens,GA,46798
30607,34.02,-83.45,Athens,GA,11383
30608,33.95,-83.39,Athens,GA,
30609,33.93,-83.37,Athens,GA,3040
30612,33.95,-83.39,Athens,GA,
30619,33.91,-83.21,Arnoldsville,GA,1610
30620,33.93,-83.76,Bethlehem,GA,15792
30621,33.81,-83.43,Bishop,GA,6352
30622,33.94,-83.53,Bogart,GA,11044
30623,33.73,-83.51,Bostwick,GA,96
30624,34.2,-83.02,Bowman,GA,2895
30625,33.56,-83.36,Buckhead,GA,2515
30627,34.04,-83.03,Carlton,GA,2295
30628,34.03,-83.21,Colbert,GA,7303
30629,34.06,-83.12,Comer,GA,4950
30630,33.88,-83.15,Crawford,GA,2411
30631,33.55,-82.89,Crawfordville,GA,1554
30633,34.12,-83.22,Danielsville,GA,8711
30634,34.16,-82.95,Dewy Rose,GA,2307
30635,34.1,-82.86,Elberton,GA,15365
30638,33.81,-83.4,Farmington,GA,
30639,34.28,-83.15,Franklin Springs,GA,8
30641,33.78,-83.6,Good Hope,GA,2005
30642,33.57,-83.18,Greensboro,GA,14121
30643,34.35,-82.93,Hartwell,GA,16655
30645,33.81,-83.5,High Shoals,GA,
30646,34.01,-83.29,Hull,GA,7664
30647,34.17,-83.29,Ila,GA,
30648,33.87,-83.11,Lexington,GA,2741
30650,33.57,-83.47,Madison,GA,13631
30655,33.79,-83.71,Monroe,GA,27541
30656,33.86,-83.72,Monroe,GA,17490
30660,33.79,-82.9,Rayle,GA,1029
30662,34.28,-83.1,Royston,GA,9149
30663,33.62,-83.61,Rutledge,GA,3244
30664,33.56,-82.8,Sharon,GA,17
30665,33.54,-83.07,Siloam,GA,108
30666,33.96,-83.59,Statham,GA,10726
30667,33.77,-83.1,Stephens,GA,776
30668,33.86,-82.74,Tignall,GA,1706
30669,33.61,-83.07,Union Point,GA,3328
30671,33.75,-83.17,Maxeys,GA,
30673,33.73,-82.74,Washington,GA,7255
30677,33.86,-83.4,Watkinsville,GA,20579
30678,33.47,-83.03,White Plains,GA,1219
30680,33.99,-83.72,Winder,GA,46629
30683,33.96,-83.28,Winterville,GA,7252
30701,34.49,-84.94,Calhoun,GA,41694
30703,34.49,-84.94,Calhoun,GA,
30705,34.77,-84.77,Chatsworth,GA,33549
30707,34.87,-85.29,Chickamauga,GA,15839
30708,34.96,-84.66,Cisco,GA,367
30710,34.95,-84.95,Cohutta,GA,6949
30711,34.93,-84.76,Crandall,GA,3282
30719,34.76,-84.97,Dalton,GA,
30720,34.76,-84.97,Dalton,GA,27547
30721,34.79,-84.92,Dalton,GA,53432
30722,34.76,-84.97,Dalton,GA,
30724,34.83,-84.76,Eton,GA,29
30725,34.92,-85.35,Flintstone,GA,4750
30726,34.97,-85.14,Graysville,GA,97
30728,34.7,-85.28,La Fayette,GA,18763
30730,34.4,-85.4,Lyerly,GA,1818
30731,34.48,-85.47,Menlo,GA,2309
30732,34.56,-84.71,Oakman,GA,
30733,34.4,-85.03,Plainville,GA,2060
30734,34.5,-84.71,Ranger,GA,3739
30735,34.58,-84.94,Resaca,GA,6207
30736,34.91,-85.1,Ringgold,GA,43344
30738,34.81,-85.5,Rising Fawn,GA,3962
30739,34.81,-85.24,Rock Spring,GA,6335
30740,34.75,-85.08,Rocky Face,GA,8394
30741,34.97,-85.28,Rossville,GA,30309
30742,34.95,-85.24,Fort Oglethorpe,GA,7698
30746,34.58,-85.03,Sugar Valley,GA,1335
30747,34.47,-85.34,Summerville,GA,15001
30750,34.96,-85.36,Lookout Mountain,GA,4052
30751,34.98,-84.73,Tennga,GA,86
30752,34.87,-85.5,Trenton,GA,9602
30753,34.54,-85.31,Trion,GA,7619
30755,34.84,-85.04,Tunnel Hill,GA,9930
30756,34.9,-84.97,Varnell,GA,50
30757,34.96,-85.41,Wildwood,GA,1591
30802,33.6,-82.31,Appling,GA,6849
30803,33.19,-82.52,Avera,GA,770
30805,33.29,-82.19,Blythe,GA,2748
30806,33.42,-82.43,Boneville,GA,
30807,33.46,-82.65,Camak,GA,123
30808,33.41,-82.38,Dearing,GA,4489
30809,33.56,-82.17,Evans,GA,51813
30810,33.23,-82.59,Gibson,GA,1976
30811,33.04,-82.22,Gough,GA,
30812,33.37,-82.03,Gracewood,GA,122
30813,33.44,-82.2,Grovetown,GA,49376
30814,33.41,-82.31,Harlem,GA,9509
30815,33.28,-82.1,Hephzibah,GA,40131
30816,33.16,-82.17,Keysville,GA,2061
30817,33.79,-82.47,Lincolnton,GA,7364
30818,33.26,-82.33,Matthews,GA,495
30819,33.45,-82.58,Mesena,GA,
30820,33.21,-82.7,Mitchell,GA,1171
30821,33.46,-82.7,Norwood,GA,769
30822,32.92,-81.94,Perkins,GA,37
30823,33.21,-82.46,Stapleton,GA,1712
30824,33.46,-82.5,Thomson,GA,16832
30828,33.4,-82.66,Warrenton,GA,3952
30830,33.09,-82.01,Waynesboro,GA,14885
30833,33.2,-82.38,Wrens,GA,3848
30901,33.45,-81.99,Augusta,GA,15978
30903,33.49,-82.16,Augusta,GA,
30904,33.48,-82.01,Augusta,GA,24145
30905,33.42,-82.14,Augusta,GA,8301
30906,33.35,-81.97,Augusta,GA,58458
30907,33.52,-82.09,Augusta,GA,50964
30909,33.47,-82.08,Augusta,GA,48181
30911,33.47,-81.96,Augusta,GA,
30912,33.47,-81.99,Augusta,GA,5
30913,33.47,-81.96,Augusta,GA,
30914,33.45,-81.99,Augusta,GA,
30916,33.45,-81.99,Augusta,GA,
30917,33.45,-81.99,Augusta,GA,
30919,33.45,-81.99,Augusta,GA,
30999,33.45,-81.99,Augusta,GA,
31001,31.99,-83.3,Abbeville,GA,4333
31002,32.52,-82.59,Adrian,GA,2819
31003,32.59,-83.22,Allentown,GA,127
31004,32.95,-83.81,Bolingbroke,GA,2
31005,32.54,-83.6,Bonaire,GA,20531
31006,32.55,-84.23,Butler,GA,4301
31007,32.2,-83.9,Byromville,GA,770
31008,32.65,-83.75,Byron,GA,20431
31009,32.34,-83.04,Cadwell,GA,1332
31010,31.96,-83.77,Cordele,GA,
31011,32.1,-83.06,Chauncey,GA,875
31012,32.39,-83.15,Chester,GA,2505
31013,32.35,-83.7,Clinchfield,GA,
31014,32.38,-83.35,Cochran,GA,12915
31015,31.96,-83.77,Cordele,GA,18900
31016,32.86,-84.09,Culloden,GA,1631
31017,32.6,-83.24,Danville,GA,1813
31018,32.98,-82.6,Davisboro,GA,2584
31019,32.43,-83.06,Dexter,GA,2430
31020,32.69,-83.5,Dry Branch,GA,1957
31021,32.53,-82.92,Dublin,GA,29051
31022,32.53,-83.08,Dudley,GA,1574
31023,32.19,-83.17,Eastman,GA,14319
31024,33.32,-83.38,Eatonton,GA,20802
31025,32.33,-83.73,Elko,GA,1651
31026,33.33,-83.39,Eatonton,GA,
31027,32.58,-82.8,East Dublin,GA,9969
31028,32.63,-83.67,Centerville,GA,6233
31029,33.03,-83.94,Forsyth,GA,17440
31030,32.55,-83.88,Fort Valley,GA,17768
31031,32.88,-83.33,Gordon,GA,5770
31032,33.0,-83.53,Gray,GA,14261
31033,33.08,-83.44,Haddock,GA,2260
31034,33.05,-83.23,Hardwick,GA,44
31035,32.82,-82.72,Harrison,GA,1162
31036,32.28,-83.47,Hawkinsville,GA,10985
31037,32.07,-82.91,Mc Rae Helena,GA,3645
31038,33.14,-83.65,Hillsboro,GA,822
31039,32.6,-84.38,Howard,GA,44
31040,32.53,-82.92,Dublin,GA,
31041,32.37,-84.18,Ideal,GA,681
31042,32.81,-83.17,Irwinton,GA,1507
31044,32.68,-83.34,Jeffersonville,GA,2600
31045,33.28,-82.79,Jewell,GA,60
31046,33.12,-83.82,Juliette,GA,3406
31047,32.45,-83.58,Kathleen,GA,16884
31049,32.69,-82.51,Kite,GA,1742
31050,32.74,-83.96,Knoxville,GA,855
31051,32.14,-83.87,Lilly,GA,82
31052,32.76,-83.86,Lizella,GA,8774
31054,32.84,-83.19,Mc Intyre,GA,1568
31055,32.06,-82.9,Mc Rae Helena,GA,6237
31057,32.45,-83.94,Marshallville,GA,1595
31058,32.5,-84.37,Mauk,GA,1759
31059,33.08,-83.3,Milledgeville,GA,
31060,32.01,-83.06,Milan,GA,1543
31061,33.08,-83.23,Milledgeville,GA,42450
31062,33.04,-83.22,Milledgeville,GA,0
31063,32.29,-84.02,Montezuma,GA,4781
31064,33.3,-83.68,Monticello,GA,9880
31065,32.56,-83.15,Montrose,GA,1081
31066,32.83,-84.04,Musella,GA,1095
31067,32.85,-82.95,Oconee,GA,159
31068,32.29,-84.06,Oglethorpe,GA,4377
31069,32.46,-83.73,Perry,GA,22915
31070,32.19,-83.76,Pinehurst,GA,724
31071,32.1,-83.5,Pineview,GA,1071
31072,31.94,-83.54,Pitts,GA,1275
31075,32.38,-82.99,Rentz,GA,2647
31076,32.55,-84.09,Reynolds,GA,2814
31077,31.98,-83.2,Rhine,GA,1010
31078,32.71,-84.01,Roberta,GA,3367
31079,31.94,-83.45,Rochelle,GA,2580
31081,32.42,-84.28,Rupert,GA,229
31082,32.98,-82.81,Sandersville,GA,10178
31083,32.04,-82.81,Scotland,GA,160
31084,31.96,-83.6,Seville,GA,42
31085,33.4,-83.58,Shady Dale,GA,973
31086,32.98,-83.87,Smarr,GA,
31087,33.27,-82.97,Sparta,GA,8920
31088,32.61,-83.63,Warner Robins,GA,57034
31089,32.93,-82.81,Tennille,GA,4562
31090,32.82,-83.08,Toomsboro,GA,973
31091,32.25,-83.73,Unadilla,GA,4184
31092,32.08,-83.79,Vienna,GA,5602
31093,32.65,-83.66,Warner Robins,GA,28614
31094,33.13,-82.79,Warthen,GA,1035
31095,32.61,-83.63,Warner Robins,GA,
31096,32.72,-82.72,Wrightsville,GA,6964
31097,32.91,-84.14,Yatesville,GA,1316
31098,32.61,-83.57,Warner Robins,GA,2750
31099,32.61,-83.63,Warner Robins,GA,
31106,33.76,-84.42,Atlanta,GA,
31107,33.76,-84.42,Atlanta,GA,
31119,33.76,-84.42,Atlanta,GA,
31120,33.74,-84.38,Atlanta,GA,
31126,33.76,-84.42,Atlanta,GA,
31131,33.76,-84.42,Atlanta,GA,
31136,33.72,-84.58,Atlanta,GA,
31139,33.76,-84.42,Atlanta,GA,
31141,33.76,-84.42,Atlanta,GA,
31144,34.02,-84.61,Kennesaw,GA,
31145,33.76,-84.42,Atlanta,GA,
31146,33.76,-84.42,Atlanta,GA,
31150,33.76,-84.42,Atlanta,GA,
31156,33.76,-84.42,Atlanta,GA,
31169,33.38,-84.79,Peachtree City,GA,
31191,33.79,-84.44,Atlanta,GA,
31192,33.76,-84.42,Atlanta,GA,
31193,33.76,-84.42,Atlanta,GA,
31195,33.76,-84.42,Atlanta,GA,
31196,33.76,-84.42,Atlanta,GA,
31197,33.74,-84.38,Atlanta,GA,
31198,33.74,-84.38,Atlanta,GA,
31199,33.74,-84.38,Atlanta,GA,
31201,32.8,-83.62,Macon,GA,8882
31202,32.83,-83.65,Macon,GA,
31203,32.83,-83.65,Macon,GA,
31204,32.85,-83.67,Macon,GA,30512
31205,32.83,-83.65,Macon,GA,
31206,32.8,-83.69,Macon,GA,26519
31207,32.83,-83.65,Macon,GA,1512
31208,32.83,-83.65,Macon,GA,
31209,32.83,-83.65,Macon,GA,
31210,32.91,-83.74,Macon,GA,35345
31211,32.9,-83.58,Macon,GA,15867
31212,32.83,-83.65,Macon,GA,
31213,32.84,-83.64,Macon,GA,0
31216,32.73,-83.69,Macon,GA,16379
31217,32.84,-83.5,Macon,GA,17808
31220,32.87,-83.81,Macon,GA,14984
31221,32.83,-83.65,Macon,GA,
31294,32.83,-83.65,Macon,GA,
31295,32.83,-83.65,Macon,GA,
31296,32.83,-83.65,Macon,GA,
31297,32.83,-83.65,Macon,GA,
31301,31.78,-81.6,Allenhurst,GA,4073
31302,32.11,-81.3,Bloomingdale,GA,7542
31303,32.48,-81.26,Clyo,GA,2365
31304,31.5,-81.36,Crescent,GA,
31305,31.37,-81.42,Darien,GA,4401
31307,32.17,-81.39,Eden,GA,1148
31308,32.12,-81.48,Ellabell,GA,8146
31309,31.88,-81.42,Fleming,GA,951
31310,31.83,-81.59,Hinesville,GA,
31312,32.33,-81.39,Guyton,GA,24401
31313,31.83,-81.59,Hinesville,GA,41474
31314,31.87,-81.61,Fort Stewart,GA,2789
31315,31.89,-81.59,Fort Stewart,GA,6664
31316,31.71,-81.74,Ludowici,GA,12306
31318,32.14,-81.37,Meldrim,GA,572
31319,31.45,-81.37,Meridian,GA,
31320,31.8,-81.42,Midway,GA,9790
31321,32.13,-81.62,Pembroke,GA,6974
31322,32.1,-81.25,Pooler,GA,27931
31323,31.72,-81.44,Riceboro,GA,1548
31324,31.93,-81.3,Richmond Hill,GA,33733
31326,32.29,-81.23,Rincon,GA,22449
31327,31.39,-81.27,Sapelo Island,GA,128
31328,32.01,-80.85,Tybee Island,GA,3430
31329,32.36,-81.3,Springfield,GA,9760
31331,31.53,-81.52,Townsend,GA,6219
31333,31.77,-81.63,Walthourville,GA,133
31401,32.08,-81.1,Savannah,GA,22927
31402,32.08,-81.1,Savannah,GA,
31403,32.08,-81.1,Savannah,GA,
31404,32.05,-81.05,Savannah,GA,31530
31405,32.04,-81.18,Savannah,GA,38069
31406,31.98,-81.08,Savannah,GA,34579
31407,32.19,-81.19,Port Wentworth,GA,20990
31408,32.12,-81.18,Savannah,GA,11790
31409,32.02,-81.14,Savannah,GA,670
31410,32.02,-80.99,Savannah,GA,23782
31411,31.94,-81.03,Savannah,GA,9378
31412,32.08,-81.1,Savannah,GA,
31414,32.08,-81.1,Savannah,GA,
31415,32.08,-81.13,Savannah,GA,11034
31416,32.08,-81.1,Savannah,GA,
31418,32.08,-81.1,Savannah,GA,
31419,32.0,-81.23,Savannah,GA,55413
31420,32.08,-81.1,Savannah,GA,
31421,32.09,-81.08,Savannah,GA,62
31501,31.21,-82.35,Waycross,GA,14036
31502,31.21,-82.35,Waycross,GA,
31503,31.2,-82.41,Waycross,GA,22356
31510,31.54,-82.47,Alma,GA,9893
31512,31.59,-83.01,Ambrose,GA,2052
31513,31.76,-82.35,Baxley,GA,16156
31515,31.76,-82.35,Baxley,GA,
31516,31.29,-82.24,Blackshear,GA,15539
31518,31.51,-82.19,Bristol,GA,699
31519,31.62,-82.88,Broxton,GA,3550
31520,31.15,-81.48,Brunswick,GA,22726
31521,31.14,-81.49,Brunswick,GA,
31522,31.21,-81.37,Saint Simons Island,GA,16892
31523,31.21,-81.64,Brunswick,GA,14803
31524,31.24,-81.47,Brunswick,GA,6
31525,31.32,-81.53,Brunswick,GA,28766
31527,31.04,-81.41,Jekyll Island,GA,866
31532,31.72,-82.69,Denton,GA,688
31533,31.5,-82.85,Douglas,GA,16714
31534,31.5,-82.85,Douglas,GA,
31535,31.46,-82.87,Douglas,GA,12506
31537,30.83,-82.0,Folkston,GA,10500
31539,31.86,-82.59,Hazlehurst,GA,14372
31542,31.18,-82.13,Hoboken,GA,2604
31543,31.33,-81.95,Hortense,GA,5192
31544,31.81,-82.97,Jacksonville,GA,699
31545,31.66,-81.93,Jesup,GA,16089
31546,31.59,-81.88,Jesup,GA,6771
31547,30.79,-81.56,Kings Bay,GA,2118
31548,30.79,-81.66,Kingsland,GA,22359
31549,31.93,-82.68,Lumber City,GA,1591
31550,31.1,-82.57,Manor,GA,798
31551,31.47,-82.21,Mershon,GA,927
31552,31.26,-82.66,Millwood,GA,1176
31553,31.2,-81.98,Nahunta,GA,5140
31554,31.51,-82.63,Nicholls,GA,7510
31555,31.66,-82.02,Odum,GA,2926
31556,31.41,-82.12,Offerman,GA,42
31557,31.38,-82.13,Patterson,GA,3242
31558,30.75,-81.57,Saint Marys,GA,21348
31560,31.48,-82.01,Screven,GA,2800
31561,31.18,-81.35,Sea Island,GA,190
31562,30.42,-82.17,Saint George,GA,2237
31563,31.72,-82.19,Surrency,GA,1235
31564,31.25,-82.47,Waresboro,GA,13
31565,31.09,-81.72,Waverly,GA,2039
31566,31.22,-81.79,Waynesville,GA,3417
31567,31.6,-82.73,West Green,GA,743
31568,31.03,-81.82,White Oak,GA,1162
31569,30.95,-81.72,Woodbine,GA,5461
31598,31.59,-81.88,Jesup,GA,
31599,31.56,-81.9,Jesup,GA,1094
31601,30.84,-83.27,Valdosta,GA,32331
31602,30.87,-83.34,Valdosta,GA,35999
31603,30.84,-83.27,Valdosta,GA,
31604,30.84,-83.27,Valdosta,GA,
31605,30.93,-83.23,Valdosta,GA,23682
31606,30.81,-83.19,Valdosta,GA,3894
31620,31.13,-83.42,Adel,GA,10822
31622,31.38,-83.22,Alapaha,GA,1863
31623,31.07,-82.64,Argyle,GA,146
31624,31.27,-82.73,Axson,GA,1596
31625,31.0,-83.51,Barney,GA,1123
31626,30.79,-83.79,Boston,GA,3378
31627,31.04,-83.39,Cecil,GA,216
31629,30.78,-83.66,Dixie,GA,902
31630,30.98,-82.86,Du Pont,GA,537
31631,30.68,-82.56,Fargo,GA,531
31632,30.99,-83.37,Hahira,GA,14053
31634,31.03,-82.75,Homerville,GA,5678
31635,31.04,-83.07,Lakeland,GA,6653
31636,30.68,-83.18,Lake Park,GA,10136
31637,31.26,-83.46,Lenox,GA,3086
31638,30.94,-83.5,Morven,GA,941
31639,31.2,-83.24,Nashville,GA,10305
31641,30.9,-83.07,Naylor,GA,2057
31642,31.29,-82.85,Pearson,GA,4734
31643,30.78,-83.56,Quitman,GA,9252
31645,31.07,-83.19,Ray City,GA,4990
31647,31.16,-83.44,Sparks,GA,3507
31648,30.7,-83.03,Statenville,GA,931
31649,30.93,-83.0,Stockton,GA,732
31650,31.34,-83.04,Willacoochee,GA,3154
31698,30.85,-83.29,Valdosta,GA,1642
31699,30.97,-83.21,Moody AFB,GA,729
31701,31.57,-84.17,Albany,GA,18133
31702,31.57,-84.17,Albany,GA,
31703,31.57,-84.17,Albany,GA,
31704,31.55,-84.06,Albany,GA,98
31705,31.52,-84.04,Albany,GA,29858
31706,31.57,-84.17,Albany,GA,
31707,31.59,-84.21,Albany,GA,24623
31708,31.57,-84.17,Albany,GA,
31709,32.07,-84.22,Americus,GA,15487
31711,32.19,-84.14,Andersonville,GA,895
31712,31.83,-83.73,Arabi,GA,1155
31714,31.7,-83.65,Ashburn,GA,6630
31716,31.37,-84.16,Baconton,GA,2685
31719,32.06,-84.26,Americus,GA,9335
31720,30.89,-83.73,Barwick,GA,416
31721,31.52,-84.3,Albany,GA,19652
31722,31.07,-83.62,Berlin,GA,532
31727,31.42,-83.39,Brookfield,GA,12
31730,31.22,-84.21,Camilla,GA,9160
31733,31.59,-83.49,Chula,GA,1577
31735,31.96,-83.96,Cobb,GA,695
31738,31.01,-83.86,Coolidge,GA,2293
31739,31.16,-84.06,Cotton,GA,
31743,31.95,-84.06,De Soto,GA,454
31744,31.31,-83.91,Doerun,GA,3135
31747,31.17,-83.58,Ellenton,GA,183
31749,31.4,-83.33,Enigma,GA,2521
31750,31.7,-83.25,Fitzgerald,GA,18283
31753,31.2,-83.87,Funston,GA,17
31756,31.21,-83.97,Hartsfield,GA,949
31757,30.87,-83.9,Thomasville,GA,11234
31758,30.83,-83.97,Thomasville,GA,
31760,31.64,-83.38,Irwinville,GA,
31763,31.73,-84.17,Leesburg,GA,27963
31764,31.95,-84.08,Leslie,GA,1116
31765,31.07,-84.09,Meigs,GA,2477
31768,31.16,-83.77,Moultrie,GA,23050
31769,31.62,-83.33,Mystic,GA,
31771,31.26,-83.68,Norman Park,GA,5809
31772,31.77,-83.97,Oakfield,GA,439
31773,30.97,-84.05,Ochlocknee,GA,4005
31774,31.59,-83.24,Ocilla,GA,6735
31775,31.33,-83.59,Omega,GA,2862
31776,31.16,-83.77,Moultrie,GA,
31778,30.96,-83.73,Pavo,GA,2592
31779,31.12,-84.15,Pelham,GA,8883
31780,32.03,-84.39,Plains,GA,1821
31781,31.51,-83.78,Poulan,GA,1510
31782,31.47,-84.11,Putney,GA,
31783,31.8,-83.48,Rebecca,GA,1062
31784,31.26,-84.02,Sale City,GA,652
31787,31.9,-84.25,Smithville,GA,1511
31788,31.12,-83.68,Moultrie,GA,11283
31789,31.51,-83.74,Sumner,GA,1499
31790,31.67,-83.63,Sycamore,GA,1950
31791,31.52,-83.83,Sylvester,GA,11756
31792,30.83,-83.97,Thomasville,GA,24374
31793,31.46,-83.59,Tifton,GA,8932
31794,31.46,-83.51,Tifton,GA,28012
31795,31.47,-83.65,TY TY,GA,1978
31796,31.82,-83.92,Warwick,GA,1597
31798,31.62,-83.05,Wray,GA,1139
31799,30.83,-83.97,Thomasville,GA,
31801,32.58,-84.61,Box Springs,GA,2771
31803,32.31,-84.51,Buena Vista,GA,4889
31804,32.66,-84.88,Cataula,GA,5946
31805,32.3,-84.77,Cusseta,GA,2633
31806,32.23,-84.3,Ellaville,GA,4337
31807,32.64,-84.79,Ellerslie,GA,2855
31808,32.63,-84.98,Fortson,GA,8737
31810,32.57,-84.55,Geneva,GA,160
31811,32.75,-84.87,Hamilton,GA,6274
31812,32.6,-84.45,Junction City,GA,463
31814,32.22,-84.84,Louvale,GA,88
31815,32.04,-84.79,Lumpkin,GA,3136
31816,32.85,-84.61,Manchester,GA,5056
31820,32.58,-84.84,Midland,GA,12697
31821,32.14,-85.01,Omaha,GA,257
31822,32.86,-84.85,Pine Mountain,GA,5244
31823,32.78,-84.82,Pine Mountain Valley,GA,715
31824,32.06,-84.54,Preston,GA,1487
31825,32.08,-84.67,Richland,GA,2269
31826,32.81,-84.69,Shiloh,GA,2007
31827,32.67,-84.54,Talbotton,GA,1734
31829,32.56,-84.74,Upatoi,GA,1531
31830,32.88,-84.67,Warm Springs,GA,2101
31831,32.68,-84.73,Waverly Hall,GA,3829
31832,31.97,-84.61,Weston,GA,173
31833,32.87,-85.16,West Point,GA,6913
31836,32.78,-84.56,Woodland,GA,938
31901,32.47,-84.98,Columbus,GA,7126
31902,32.51,-84.87,Columbus,GA,
31903,32.41,-84.95,Columbus,GA,20703
31904,32.55,-85.01,Columbus,GA,36947
31905,32.39,-84.87,Fort Benning,GA,14094
31906,32.47,-84.95,Columbus,GA,21835
31907,32.51,-84.87,Columbus,GA,60557
31908,32.51,-84.87,Columbus,GA,
31909,32.55,-84.92,Columbus,GA,38760
31914,32.51,-84.87,Columbus,GA,
31917,32.51,-84.87,Columbus,GA,
31993,32.51,-84.87,Columbus,GA,
31995,32.39,-84.87,Fort Benning,GA,
31997,32.51,-84.87,Columbus,GA,
31998,32.51,-84.87,Columbus,GA,
31999,32.51,-84.87,Columbus,GA,
32003,30.1,-81.71,Fleming Island,FL,29142
32004,30.23,-81.38,Ponte Vedra Beach,FL,
32006,30.11,-81.72,Fleming Island,FL,
32007,29.77,-81.63,Bostwick,FL,
32008,29.96,-82.92,Branford,FL,5397
32009,30.38,-81.93,Bryceville,FL,3213
32011,30.56,-81.83,Callahan,FL,15678
32013,30.19,-83.29,Day,FL,5
32024,30.09,-82.73,Lake City,FL,20106
32025,30.11,-82.58,Lake City,FL,21886
32026,30.06,-82.19,Raiford,FL,1863
32030,30.12,-81.76,Doctors Inlet,FL,
32033,29.78,-81.42,Elkton,FL,4789
32034,30.65,-81.44,Fernandina Beach,FL,38167
32035,30.65,-81.44,Fernandina Beach,FL,
